"label","label_wo_outliers","label_cluster2_kmeans5","label_cluster5_kmeans5","label_cluster4_kmeans5"
"TM6SF2","CS4","CS4","CS4","CS4","CS2"
"PANX2","CS7","CS7","CS7","CS6","CS4"
"SIX6OS1",NA,NA,NA,NA,NA
"KRTAP21-2",NA,NA,NA,NA,NA
"LHFPL2","CS6","CS6","CS5","CS6","CS7"
"GPR37L1","CS3","CS3","CS3","CS3","CS3"
"KRTAP5-7",NA,NA,NA,NA,NA
"NOX3","CS6","CS6","CS6","CS6","CS6"
"DAPL1","CS4","CS4","CS4","CS5","CS4"
"C10orf82","CS5","CS5","CS5","CS4","CS5"
"MCCD1","CS2","CS2","CS3","CS2","CS3"
"CEMP1","CS4","CS4","CS4","CS4","CS4"
"TEX48",NA,NA,NA,NA,NA
"ZNF474","CS5","CS5","CS7","CS5","CS7"
"TSGA13","CS5","CS5","CS5","CS5","CS5"
"DPEP2NB",NA,NA,NA,NA,NA
"KRTAP5-11",NA,NA,NA,NA,NA
"ODF3B","CS6","CS6","CS4","CS6","CS4"
"MEDAG","CS5","CS5","CS5","CS4","CS6"
"CDH17","CS5","CS5","CS6","CS5","CS5"
"TCP11X2","CS3","CS3","CS2","CS3","CS2"
"GJC3","CS4","CS4","CS4","CS4","CS4"
"GPR151","CS5","CS5","CS4","CS4","CS5"
"PDCD1LG2","CS6","CS6","CS6","CS6","CS5"
"FXYD6-FXYD2",NA,NA,NA,NA,NA
"RLN1","CS5","CS5","CS5","CS5","CS5"
"FOXD4L3",NA,NA,NA,NA,NA
"ZDHHC4","CS5","CS6","CS5","CS6","CS7"
"C20orf202","CS5","CS5","CS5","CS5","CS5"
"CXorf66","CS6","CS6","CS6","CS6","CS7"
"OR10G4",NA,NA,NA,NA,NA
"SLC35E4","CS6","CS6","CS6","CS6","CS6"
"TSPO2","CS6","CS6","CS6","CS6","CS6"
"SLC52A1","CS5","CS5","CS5","CS5","CS6"
"CGREF1","CS7","CS7","CS7","CS6","CS7"
"CORIN","CS5","CS5","CS5","CS6","CS7"
"PIGF","CS7","CS7","CS7","CS7","CS5"
"SLC16A12","CS4","CS5","CS4","CS4","CS3"
"TMEM69","CS4","CS4","CS4","CS4","CS3"
"XKR3","CS7","CS5","CS6","CS5","CS5"
"CYB561D1","CS4","CS4","CS4","CS2","CS4"
"DEFB103B",NA,NA,NA,NA,NA
"TMIE","CS5","CS6","CS5","CS6","CS5"
"TMEM119","CS4","CS4","CS4","CS4","CS4"
"DEFB108B","CS5","CS5","CS2","CS5","CS5"
"MYADML2","CS6","CS6","CS5","CS5","CS6"
"LEMD1","CS6","CS6","CS5","CS4","CS6"
"TMEM262","CS6","CS6","CS4","CS5","CS6"
"AGMO","CS5","CS5","CS5","CS5","CS5"
"HSD3B1","CS2","CS2","CS3","CS2","CS2"
"EXOC3L1","CS6","CS6","CS4","CS6","CS5"
"ZNF541","CS5","CS5","CS5","CS5","CS3"
"FOXD4L1",NA,NA,NA,NA,NA
"GAGE2A",NA,NA,NA,NA,NA
"GAGE12G",NA,NA,NA,NA,NA
"GAGE10",NA,NA,NA,NA,NA
"GAGE12J",NA,NA,NA,NA,NA
"GAGE2B",NA,NA,NA,NA,NA
"OR7C2",NA,NA,NA,NA,NA
"ZNF710","CS6","CS6","CS6","CS4","CS6"
"ODF3","CS5","CS5","CS5","CS4","CS5"
"SHOX","CS7","CS7","CS6","CS7","CS7"
"ZNF547","CS4","CS4","CS4","CS4","CS6"
"VWC2L","CS5","CS5","CS6","CS5","CS6"
"ZNF441","CS6","CS6","CS4","CS4","CS6"
"LIMS4",NA,NA,NA,NA,NA
"CLDN22","CS6","CS6","CS6","CS6","CS5"
"TMEM72","CS5","CS5","CS6","CS5","CS6"
"SMIM11B",NA,NA,NA,NA,NA
"POU4F3","CS6","CS6","CS6","CS6","CS6"
"ZNF660","CS6","CS6","CS6","CS6","CS6"
"AQP7","CS1","CS1","CS1","CS1","CS1"
"OTOP3","CS6","CS6","CS7","CS6","CS7"
"LRGUK","CS5","CS5","CS5","CS5","CS6"
"TSPY3",NA,NA,NA,NA,NA
"TSPY10",NA,NA,NA,NA,NA
"CLEC12B","CS5","CS5","CS5","CS5","CS7"
"HHLA2","CS6","CS6","CS6","CS5","CS6"
"TMEM45A","CS7","CS7","CS7","CS6","CS6"
"SIK1B",NA,NA,NA,NA,NA
"AMELY",NA,NA,NA,NA,NA
"KRTAP10-10",NA,NA,NA,NA,NA
"FAM9C","CS6","CS6","CS6","CS7","CS6"
"RTP4","CS6","CS6","CS6","CS5","CS6"
"SLC35G5","CS5","CS5","CS4","CS5","CS5"
"ZNF613","CS4","CS4","CS4","CS5","CS4"
"ZNF285","CS2","CS2","CS2","CS3","CS2"
"BHLHA9","CS6","CS6","CS6","CS6","CS6"
"CYP21A2","CS4","CS4","CS4","CS4","CS5"
"SLC5A4","CS5","CS5","CS5","CS4","CS6"
"TNFAIP8L3","CS4","CS4","CS3","CS4","CS3"
"SBK3",NA,NA,NA,NA,NA
"CABP7","CS5","CS5","CS4","CS5","CS5"
"HAS3","CS6","CS6","CS5","CS6","CS6"
"SHISA4","CS5","CS5","CS5","CS7","CS5"
"SMIM21","CS5","CS5","CS5","CS6","CS5"
"BAIAP2L2","CS6","CS6","CS4","CS6","CS5"
"CR1L","CS4","CS3","CS2","CS2","CS3"
"DEFB129","CS2","CS2","CS2","CS1","CS2"
"IFITM10","CS6","CS6","CS6","CS6","CS5"
"KRTAP17-1",NA,NA,NA,NA,NA
"NKAIN4","CS6","CS6","CS5","CS6","CS6"
"LHFPL3",NA,NA,NA,NA,NA
"IRX6","CS5","CS5","CS6","CS5","CS5"
"PRR19","CS5","CS5","CS5","CS6","CS5"
"PROKR2","CS4","CS4","CS4","CS5","CS4"
"OTOP2","CS4","CS4","CS3","CS3","CS4"
"ZNF653","CS5","CS5","CS4","CS5","CS3"
"HIGD1C","CS6","CS6","CS6","CS6","CS4"
"PADI6",NA,NA,NA,NA,NA
"STARD4","CS6","CS6","CS5","CS5","CS6"
"AQP8","CS6","CS6","CS6","CS7","CS7"
"PPP1R2C",NA,NA,NA,NA,NA
"SOWAHB","CS4","CS4","CS4","CS4","CS4"
"KCNJ18",NA,NA,NA,NA,NA
"SMIM29","CS5","CS5","CS6","CS5","CS5"
"INS-IGF2",NA,NA,NA,NA,NA
"IL11RA","CS6","CS6","CS5","CS6","CS6"
"BTNL9","CS6","CS6","CS6","CS6","CS5"
"TSPAN8","CS6","CS6","CS5","CS6","CS4"
"OTOS","CS4","CS4","CS4","CS3","CS5"
"UBALD1","CS4","CS4","CS4","CS3","CS3"
"KRTAP5-4",NA,NA,NA,NA,NA
"MS4A14","CS5","CS6","CS5","CS5","CS6"
"SPAG11B",NA,NA,NA,NA,NA
"ISLR2","CS4","CS4","CS4","CS4","CS4"
"FAM71A","CS4","CS4","CS4","CS4","CS5"
"TPSG1","CS6","CS6","CS6","CS6","CS6"
"PLAAT2","CS4","CS4","CS4","CS4","CS6"
"LY6G6D","CS6","CS6","CS6","CS6","CS6"
"PAQR8","CS4","CS4","CS4","CS3","CS3"
"LHB","CS5","CS5","CS5","CS5","CS7"
"CD37","CS4","CS4","CS4","CS6","CS4"
"RSPH6A","CS5","CS5","CS4","CS5","CS5"
"ZFP3","CS5","CS5","CS4","CS5","CS6"
"CNFN","CS4","CS4","CS4","CS5","CS4"
"SPATA25","CS6","CS6","CS4","CS6","CS4"
"IRX2","CS6","CS6","CS6","CS6","CS4"
"NPVF","CS6","CS6","CS6","CS6","CS6"
"PYY","CS5","CS5","CS4","CS5","CS5"
"FXYD2","CS5","CS5","CS5","CS5","CS5"
"PGLYRP2","CS6","CS6","CS6","CS6","CS7"
"WFDC13","CS5","CS5","CS4","CS5","CS5"
"WFDC12","CS6","CS6","CS6","CS5","CS7"
"RNASE10","CS5","CS5","CS4","CS5","CS6"
"SRL","CS7","CS6","CS7","CS6","CS6"
"DEFB131A",NA,NA,NA,NA,NA
"GALP","CS1","CS1","CS1","CS1","CS2"
"SPINK9","CS5","CS6","CS6","CS6","CS4"
"PRB4","CS3","CS3","CS2","CS3","CS4"
"STMP1",NA,NA,NA,NA,NA
"HACD4","CS7","CS7","CS6","CS7","CS7"
"MENT",NA,NA,NA,NA,NA
"SYCE2","CS5","CS5","CS5","CS5","CS5"
"CCDC152","CS6","CS6","CS5","CS5","CS6"
"ZNF534","CS6","CS6","CS6","CS6","CS7"
"HES7","CS3","CS3","CS3","CS3","CS4"
"KCNN1","CS4","CS4","CS6","CS4","CS4"
"COMP","CS4","CS4","CS5","CS4","CS4"
"CLRN1","CS6","CS6","CS7","CS5","CS6"
"HOXC5","CS4","CS4","CS3","CS4","CS2"
"OTP","CS5","CS5","CS5","CS5","CS3"
"TMCO5A","CS5","CS5","CS5","CS4","CS7"
"CNIH2","CS4","CS4","CS3","CS4","CS2"
"CLEC2A","CS6","CS6","CS5","CS6","CS5"
"ANKK1","CS7","CS7","CS7","CS6","CS5"
"SLC14A1","CS6","CS6","CS6","CS5","CS4"
"CRIP3","CS2","CS3","CS2","CS3","CS2"
"HHIPL1","CS6","CS6","CS5","CS6","CS6"
"STC1","CS6","CS6","CS6","CS6","CS6"
"SFTPB","CS3","CS3","CS3","CS3","CS3"
"DNAJC22","CS4","CS4","CS4","CS5","CS3"
"SPON1",NA,NA,NA,NA,NA
"KIR3DL3","CS7","CS6","CS7","CS6","CS6"
"FIGLA","CS5","CS5","CS6","CS5","CS5"
"KRTAP4-4",NA,NA,NA,NA,NA
"KRTAP4-1",NA,NA,NA,NA,NA
"CLRN2","CS5","CS5","CS5","CS5","CS5"
"CELF6","CS7","CS6","CS7","CS7","CS6"
"CSF3","CS2","CS2","CS2","CS2","CS2"
"KRTAP13-4",NA,NA,NA,NA,NA
"CEACAM3","CS6","CS6","CS5","CS6","CS3"
"ZNF683","CS5","CS5","CS5","CS3","CS5"
"MS4A6A","CS4","CS4","CS4","CS4","CS5"
"ADGRG3","CS4","CS4","CS4","CS4","CS5"
"ZNF134","CS7","CS7","CS7","CS7","CS4"
"SHISAL2A","CS5","CS3","CS3","CS4","CS5"
"TMEM236","CS7","CS7","CS7","CS6","CS7"
"LRRC18","CS6","CS6","CS7","CS5","CS6"
"LELP1","CS4","CS4","CS6","CS4","CS4"
"NIBAN3","CS5","CS5","CS5","CS7","CS6"
"KRTAP5-1",NA,NA,NA,NA,NA
"GUCA1B","CS6","CS6","CS6","CS4","CS5"
"PCDHB3","CS4","CS4","CS6","CS4","CS4"
"FBXO48","CS5","CS5","CS5","CS5","CS5"
"VCX2",NA,NA,NA,NA,NA
"EPGN","CS5","CS5","CS4","CS5","CS6"
"DEXI","CS1","CS1","CS1","CS2","CS1"
"HEATR9","CS4","CS4","CS4","CS3","CS4"
"TMEM190","CS5","CS5","CS5","CS5","CS4"
"CHODL","CS5","CS5","CS3","CS5","CS5"
"CH25H","CS5","CS5","CS5","CS6","CS5"
"SAXO2","CS5","CS5","CS5","CS4","CS5"
"TEX13B","CS5","CS5","CS5","CS5","CS4"
"RGL3","CS7","CS7","CS7","CS8","CS7"
"SPATA32","CS4","CS4","CS4","CS4","CS5"
"ZNF493","CS6","CS6","CS6","CS6","CS7"
"TMEM47","CS6","CS6","CS5","CS5","CS6"
"SPDYC","CS4","CS4","CS4","CS4","CS2"
"TNFSF18","CS6","CS6","CS6","CS6","CS7"
"CCDC28A-AS1",NA,NA,NA,NA,NA
"GLRA1","CS4","CS4","CS4","CS5","CS3"
"SPATA33","CS5","CS5","CS5","CS5","CS4"
"LRAT","CS5","CS5","CS6","CS5","CS5"
"TAS2R8","CS6","CS6","CS6","CS7","CS5"
"TAS2R10","CS4","CS4","CS4","CS4","CS3"
"ZSCAN5B",NA,NA,NA,NA,NA
"TMEM71","CS6","CS6","CS6","CS5","CS6"
"FIMP",NA,NA,NA,NA,NA
"ESPNL","CS5","CS4","CS5","CS4","CS5"
"PI16","CS4","CS4","CS4","CS4","CS3"
"SEMA6C","CS5","CS5","CS5","CS5","CS5"
"GKN2","CS3","CS3","CS4","CS3","CS4"
"WFDC3","CS6","CS6","CS4","CS5","CS6"
"NPFFR1","CS4","CS4","CS5","CS6","CS4"
"TPRX1","CS5","CS5","CS5","CS5","CS5"
"DAZ2",NA,NA,NA,NA,NA
"MIR9-1HG",NA,NA,NA,NA,NA
"FAM47E","CS6","CS6","CS6","CS6","CS6"
"LRRN4","CS6","CS6","CS6","CS5","CS6"
"BANF2","CS6","CS6","CS6","CS6","CS7"
"C20orf173","CS6","CS6","CS6","CS5","CS6"
"EXTL1","CS3","CS3","CS4","CS3","CS4"
"CLEC4C","CS6","CS6","CS5","CS6","CS7"
"TAS2R5","CS5","CS5","CS4","CS5","CS5"
"CDHR3","CS6","CS6","CS6","CS5","CS6"
"SDHAF1","CS3","CS3","CS3","CS3","CS2"
"OPN1SW","CS6","CS6","CS6","CS6","CS4"
"SSX7","CS5","CS5","CS5","CS4","CS6"
"ACER1","CS4","CS4","CS4","CS4","CS4"
"ACER2","CS5","CS5","CS6","CS4","CS3"
"FCRL6","CS5","CS5","CS6","CS4","CS5"
"PPP1R27","CS4","CS4","CS4","CS4","CS3"
"GCSAML","CS5","CS5","CS5","CS4","CS5"
"CDR1","CS7","CS7","CS7","CS7","CS6"
"ZSWIM3","CS6","CS6","CS6","CS6","CS6"
"TAAR9",NA,NA,NA,NA,NA
"NTS","CS4","CS4","CS3","CS4","CS7"
"TMEM130","CS5","CS5","CS4","CS5","CS5"
"TMEM114",NA,NA,NA,NA,NA
"C1QTNF4","CS2","CS2","CS3","CS2","CS2"
"SMIM19","CS6","CS6","CS6","CS6","CS5"
"FAM163B","CS6","CS6","CS6","CS6","CS6"
"IRF1-AS1",NA,NA,NA,NA,NA
"DEFB115","CS2","CS2","CS2","CS3","CS2"
"GPR162","CS5","CS5","CS6","CS5","CS5"
"SDS","CS6","CS6","CS6","CS7","CS6"
"LMOD3","CS3","CS4","CS3","CS4","CS3"
"KCNMB4","CS5","CS5","CS5","CS5","CS4"
"PROK2","CS4","CS4","CS5","CS4","CS2"
"SAA4","CS5","CS5","CS5","CS5","CS6"
"C5orf38","CS5","CS5","CS5","CS6","CS6"
"IL1F10","CS4","CS4","CS3","CS4","CS3"
"LBX2","CS6","CS6","CS5","CS6","CS3"
"PRSS53","CS6","CS6","CS6","CS6","CS6"
"SLC2A6","CS6","CS6","CS6","CS6","CS6"
"TMCO2","CS5","CS5","CS5","CS5","CS8"
"CT45A10",NA,NA,NA,NA,NA
"GUCA1C","CS5","CS5","CS5","CS6","CS6"
"FUT7","CS5","CS5","CS5","CS5","CS5"
"ZNF705D",NA,NA,NA,NA,NA
"C12orf60","CS7","CS7","CS6","CS7","CS5"
"SLC51B","CS5","CS5","CS5","CS5","CS5"
"RHBDL2","CS6","CS6","CS5","CS4","CS6"
"HJV","CS2","CS2","CS2","CS2","CS2"
"GPHB5",NA,NA,NA,NA,NA
"OR7D2",NA,NA,NA,NA,NA
"LCN9","CS5","CS6","CS5","CS4","CS6"
"CA13","CS6","CS6","CS6","CS6","CS7"
"TMEM18","CS4","CS4","CS4","CS5","CS6"
"TM4SF5","CS5","CS6","CS6","CS5","CS6"
"ZNF726","CS6","CS6","CS5","CS6","CS5"
"ENTHD1","CS6","CS6","CS6","CS6","CS8"
"WNT9A","CS6","CS6","CS6","CS6","CS6"
"PLA2G2E","CS5","CS5","CS5","CS4","CS5"
"LYG1","CS6","CS6","CS6","CS4","CS5"
"SLC22A14","CS5","CS5","CS5","CS5","CS5"
"SLC10A4","CS4","CS4","CS5","CS4","CS6"
"ZNF300","CS6","CS6","CS6","CS8","CS6"
"PLPP5","CS5","CS5","CS5","CS7","CS5"
"OR10AG1",NA,NA,NA,NA,NA
"CHRNB1","CS5","CS5","CS5","CS5","CS6"
"TRH","CS6","CS6","CS6","CS5","CS6"
"TRIM49C",NA,NA,NA,NA,NA
"PRR32","CS6","CS6","CS5","CS6","CS6"
"TBATA","CS5","CS5","CS5","CS6","CS5"
"GOLGA8K",NA,NA,NA,NA,NA
"PRR34",NA,NA,NA,NA,NA
"DCANP1","CS5","CS5","CS5","CS5","CS5"
"ZNF776","CS5","CS5","CS5","CS7","CS4"
"KRTAP5-8",NA,NA,NA,NA,NA
"C8orf58","CS5","CS5","CS5","CS4","CS5"
"ODAD2","CS5","CS5","CS5","CS5","CS5"
"RAET1L",NA,NA,NA,NA,NA
"RAB42","CS3","CS3","CS3","CS3","CS3"
"IL31","CS3","CS3","CS5","CS3","CS5"
"B3GNT7","CS6","CS6","CS7","CS6","CS5"
"CLDN23","CS6","CS6","CS6","CS6","CS6"
"PLA2G2F","CS5","CS5","CS5","CS5","CS6"
"TAGAP","CS7","CS7","CS7","CS6","CS7"
"DEFB112","CS6","CS6","CS6","CS6","CS6"
"C5orf49","CS6","CS6","CS6","CS6","CS7"
"CXorf51A",NA,NA,NA,NA,NA
"CXorf51B",NA,NA,NA,NA,NA
"TMEM82","CS2","CS2","CS2","CS2","CS3"
"LENEP","CS4","CS4","CS4","CS4","CS4"
"FAM24B","CS6","CS6","CS6","CS6","CS7"
"DNASE1L3","CS6","CS6","CS7","CS6","CS5"
"CLEC19A",NA,NA,NA,NA,NA
"SLC9B2","CS7","CS7","CS5","CS7","CS7"
"ACSL6","CS5","CS5","CS5","CS5","CS4"
"PRR23D1",NA,NA,NA,NA,NA
"PRR23D2",NA,NA,NA,NA,NA
"C2orf15","CS4","CS3","CS5","CS3","CS3"
"MS4A6E","CS5","CS5","CS6","CS5","CS5"
"CLEC4D","CS4","CS4","CS4","CS4","CS5"
"GALR1","CS7","CS7","CS7","CS7","CS6"
"IGFL2","CS5","CS5","CS5","CS6","CS4"
"ZNF155","CS4","CS4","CS4","CS4","CS4"
"CD200R1L","CS5","CS5","CS5","CS4","CS4"
"B4GALNT2","CS4","CS4","CS4","CS4","CS4"
"TMEM196","CS5","CS5","CS5","CS5","CS5"
"OR6B1",NA,NA,NA,NA,NA
"TMC4","CS7","CS7","CS5","CS6","CS7"
"MFSD2A","CS4","CS4","CS4","CS4","CS5"
"TXNDC2","CS7","CS7","CS8","CS7","CS7"
"ZNF789","CS4","CS4","CS4","CS3","CS6"
"FDCSP","CS6","CS6","CS5","CS7","CS6"
"PARM1","CS6","CS6","CS6","CS6","CS5"
"SLC38A11","CS3","CS3","CS3","CS4","CS6"
"CLVS1","CS4","CS4","CS4","CS4","CS3"
"RRH","CS5","CS5","CS5","CS5","CS6"
"NIPA1","CS7","CS6","CS7","CS6","CS5"
"SLC26A5","CS4","CS4","CS4","CS5","CS6"
"CALHM6","CS7","CS7","CS7","CS7","CS6"
"TMEM95","CS4","CS4","CS4","CS4","CS5"
"PRND","CS6","CS6","CS5","CS6","CS6"
"PRRT1","CS5","CS5","CS5","CS5","CS6"
"PRR30","CS3","CS3","CS3","CS4","CS5"
"ZNF345","CS6","CS6","CS6","CS5","CS7"
"GPR148","CS6","CS6","CS6","CS5","CS5"
"OR7D4",NA,NA,NA,NA,NA
"SCN4B","CS6","CS6","CS6","CS6","CS5"
"TMEM225B",NA,NA,NA,NA,NA
"HIGD2B",NA,NA,NA,NA,NA
"EIF4E1B","CS4","CS4","CS4","CS4","CS6"
"PTCHD3","CS6","CS7","CS6","CS6","CS7"
"SLC6A17","CS3","CS3","CS3","CS2","CS3"
"SLITRK1","CS7","CS7","CS6","CS7","CS7"
"CCDC179","CS6","CS6","CS5","CS6","CS6"
"ATOH7","CS4","CS4","CS5","CS4","CS3"
"ACTL9","CS6","CS6","CS5","CS6","CS4"
"OR5H1",NA,NA,NA,NA,NA
"ZAR1","CS4","CS4","CS4","CS4","CS2"
"TEX19","CS4","CS4","CS4","CS5","CS6"
"PLCXD3","CS7","CS7","CS7","CS6","CS6"
"WFDC10B","CS5","CS5","CS5","CS6","CS5"
"ZNF883",NA,NA,NA,NA,NA
"NPBWR1","CS5","CS5","CS5","CS5","CS6"
"NOTUM","CS6","CS6","CS6","CS4","CS6"
"SPPL2C","CS5","CS5","CS5","CS4","CS4"
"NRN1L","CS5","CS5","CS5","CS6","CS5"
"CLPSL2","CS6","CS6","CS5","CS6","CS6"
"PCDHGA9","CS6","CS6","CS4","CS6","CS6"
"CCL16","CS5","CS5","CS5","CS5","CS4"
"THEM5","CS3","CS3","CS3","CS2","CS4"
"NXPE2","CS5","CS5","CS5","CS5","CS5"
"C15orf65","CS6","CS6","CS6","CS7","CS6"
"SCGB1C2",NA,NA,NA,NA,NA
"FAM229B","CS6","CS6","CS5","CS6","CS5"
"C9orf57","CS5","CS7","CS5","CS4","CS7"
"NKX1-2",NA,NA,NA,NA,NA
"ASPN",NA,NA,NA,NA,NA
"KLHDC1","CS5","CS5","CS5","CS5","CS2"
"AMN1","CS5","CS5","CS5","CS7","CS7"
"DNAH12","CS6","CS6","CS6","CS5","CS5"
"IGKV2D-28",NA,NA,NA,NA,NA
"MROH2A",NA,NA,NA,NA,NA
"DNM1P34",NA,NA,NA,NA,NA
"ECM2","CS6","CS6","CS6","CS6","CS7"
"IQCA1L",NA,NA,NA,NA,NA
"CFAP70","CS4","CS4","CS4","CS4","CS5"
"CROCC2",NA,NA,NA,NA,NA
"MGAM2",NA,NA,NA,NA,NA
"LRRC53",NA,NA,NA,NA,NA
"LINC00523",NA,NA,NA,NA,NA
"LINC01599",NA,NA,NA,NA,NA
"NCF1C",NA,NA,NA,NA,NA
"FIGNL2",NA,NA,NA,NA,NA
"UNC5D","CS6","CS6","CS6","CS6","CS7"
"FAM98C","CS3","CS3","CS3","CS4","CS3"
"TDRP","CS8","CS8","CS6","CS8","CS8"
"ZNF804B","CS6","CS5","CS6","CS6","CS5"
"TERB1",NA,NA,NA,NA,NA
"TRIM67","CS5","CS5","CS5","CS4","CS5"
"GOLGA8M",NA,NA,NA,NA,NA
"APOBR","CS5","CS5","CS6","CS5","CS5"
"IGKV2-28",NA,NA,NA,NA,NA
"LINC01554",NA,NA,NA,NA,NA
"IL13","CS6","CS6","CS6","CS6","CS5"
"ZDHHC11B",NA,NA,NA,NA,NA
"PAQR9","CS5","CS5","CS5","CS4","CS6"
"A3GALT2","CS5","CS5","CS5","CS3","CS5"
"DEFB109B",NA,NA,NA,NA,NA
"DEFB126","CS6","CS6","CS6","CS6","CS6"
"NDUFC2-KCTD14",NA,NA,NA,NA,NA
"TMEM14DP",NA,NA,NA,NA,NA
"DDX12P",NA,NA,NA,NA,NA
"ARHGEF19","CS5","CS5","CS4","CS5","CS6"
"RPRML","CS5","CS5","CS6","CS5","CS5"
"SLC7A4","CS6","CS6","CS6","CS6","CS7"
"UQCRHL",NA,NA,NA,NA,NA
"CRPPA",NA,NA,NA,NA,NA
"C2orf78","CS4","CS4","CS4","CS4","CS5"
"MGAT4D","CS5","CS5","CS5","CS5","CS7"
"IQCF5","CS4","CS4","CS4","CS4","CS4"
"ZNF736","CS5","CS5","CS5","CS3","CS4"
"ENO4",NA,NA,NA,NA,NA
"GGTA1",NA,NA,NA,NA,NA
"PMS2CL",NA,NA,NA,NA,NA
"GOLGA8DP",NA,NA,NA,NA,NA
"SMKR1","CS6","CS6","CS5","CS5","CS6"
"LINC00471",NA,NA,NA,NA,NA
"NBR2",NA,NA,NA,NA,NA
"NEXN-AS1",NA,NA,NA,NA,NA
"GPR171","CS4","CS4","CS4","CS5","CS4"
"PLCL1","CS6","CS6","CS6","CS6","CS4"
"SCN2A","CS5","CS5","CS5","CS5","CS5"
"SEMA3D","CS5","CS5","CS5","CS5","CS5"
"OR8U8",NA,NA,NA,NA,NA
"GDPD4","CS5","CS5","CS5","CS6","CS5"
"OVCH1",NA,NA,NA,NA,NA
"BSX","CS5","CS5","CS5","CS6","CS5"
"XKR5",NA,NA,NA,NA,NA
"DCAF8L2","CS5","CS5","CS6","CS5","CS4"
"ADAMTS16","CS7","CS7","CS7","CS7","CS5"
"CPA3","CS5","CS5","CS6","CS5","CS6"
"ILDR2","CS5","CS5","CS4","CS5","CS5"
"CWH43","CS4","CS4","CS4","CS4","CS5"
"NAALADL1","CS3","CS3","CS3","CS4","CS3"
"PPP1R42","CS6","CS6","CS6","CS4","CS6"
"PIK3R6",NA,NA,NA,NA,NA
"CAPN12","CS6","CS6","CS6","CS7","CS6"
"C10orf120","CS6","CS6","CS6","CS6","CS5"
"TTC9","CS5","CS5","CS5","CS6","CS4"
"OR4N2",NA,NA,NA,NA,NA
"OR51M1",NA,NA,NA,NA,NA
"MAP10","CS4","CS4","CS4","CS4","CS4"
"OR10H1",NA,NA,NA,NA,NA
"CC2D2B","CS7","CS7","CS7","CS7","CS6"
"ADGB",NA,NA,NA,NA,NA
"CACNA2D3","CS6","CS6","CS6","CS6","CS5"
"CCDC62","CS4","CS4","CS4","CS4","CS2"
"Putative inactive deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323",NA,NA,NA,NA,NA
"ARMC3","CS6","CS6","CS6","CS5","CS7"
"OR5A2",NA,NA,NA,NA,NA
"KCNH3","CS4","CS4","CS4","CS4","CS5"
"WASH4P",NA,NA,NA,NA,NA
"ALPK3","CS4","CS4","CS5","CS5","CS4"
"B3GAT2","CS4","CS4","CS4","CS4","CS3"
"MEIKIN",NA,NA,NA,NA,NA
"NKX2-6",NA,NA,NA,NA,NA
"URAD","CS5","CS5","CS5","CS6","CS5"
"COL6A6","CS5","CS5","CS5","CS5","CS5"
"FAM177B","CS4","CS4","CS5","CS4","CS4"
"SPATA48","CS6","CS6","CS4","CS6","CS6"
"ERVK-19",NA,NA,NA,NA,NA
"LEKR1","CS6","CS6","CS6","CS6","CS3"
"MPTX1",NA,NA,NA,NA,NA
"TMEM52","CS4","CS4","CS4","CS5","CS2"
"KLRC4","CS6","CS5","CS5","CS6","CS4"
"IL18R1","CS5","CS5","CS6","CS5","CS4"
"TGM6","CS5","CS5","CS4","CS5","CS6"
"OR6J1",NA,NA,NA,NA,NA
"TDRD12","CS6","CS6","CS6","CS6","CS7"
"SLFN14","CS6","CS5","CS5","CS5","CS6"
"FAM157B",NA,NA,NA,NA,NA
"RD3L","CS6","CS6","CS7","CS6","CS7"
"MT1HL1",NA,NA,NA,NA,NA
"OR14C36",NA,NA,NA,NA,NA
"CACNG6","CS4","CS5","CS5","CS6","CS4"
"GPATCH3","CS4","CS4","CS4","CS3","CS4"
"OR4N5",NA,NA,NA,NA,NA
"UNC13C","CS6","CS6","CS6","CS5","CS7"
"SI","CS6","CS6","CS6","CS5","CS6"
"LRRC63","CS6","CS6","CS6","CS5","CS5"
"SSPN","CS5","CS5","CS5","CS5","CS4"
"KCND1","CS5","CS5","CS4","CS5","CS5"
"FER1L6","CS5","CS5","CS6","CS4","CS5"
"ENAM","CS4","CS4","CS4","CS6","CS5"
"OR1C1",NA,NA,NA,NA,NA
"CCDC38","CS4","CS4","CS4","CS3","CS2"
"SP140","CS5","CS5","CS5","CS5","CS5"
"ZNF181","CS3","CS3","CS4","CS3","CS3"
"IL4I1","CS4","CS4","CS4","CS4","CS4"
"VN1R2","CS4","CS4","CS4","CS4","CS4"
"PRDM9","CS6","CS6","CS6","CS6","CS6"
"MYO7B","CS4","CS4","CS4","CS4","CS6"
"OR13C5",NA,NA,NA,NA,NA
"PLA2R1","CS4","CS4","CS5","CS4","CS4"
"TMEM132C",NA,NA,NA,NA,NA
"APRG1",NA,NA,NA,NA,NA
"DIPK1C","CS7","CS7","CS7","CS7","CS7"
"OR51F2",NA,NA,NA,NA,NA
"OR6X1",NA,NA,NA,NA,NA
"UBTFL6",NA,NA,NA,NA,NA
"SLC44A4","CS4","CS5","CS5","CS4","CS5"
"CYP3A43","CS3","CS3","CS4","CS3","CS5"
"FRG2",NA,NA,NA,NA,NA
"PAMR1","CS5","CS5","CS5","CS5","CS6"
