label,label_wo_outliers
HSPE1-MOB4,,
KCNH5,CS4,CS4
STARD5,CS6,CS6
ZNF565,CS5,CS5
RINL,CS5,CS5
ANKRD16,CS6,CS6
ANKRD34B,CS4,CS4
CHRM5,CS5,CS5
COA4,CS5,CS5
RAB19,CS5,CS5
C1orf53,CS5,CS5
PAFAH2,CS5,CS5
NIPSNAP3B,CS5,CS5
ANKRD34C,CS5,CS5
ZNF782,CS4,CS4
LTBP2,CS5,CS5
MMP20,CS6,CS6
CHMP4BP1,,
FSBP,CS5,CS5
FSIP2,CS4,CS4
HPSE2,CS5,CS5
KRT39,CS6,CS6
SCN10A,CS5,CS5
SNED1,CS4,CS4
INSYN2B,CS7,CS7
XCR1,CS5,CS5
TRIM60,CS6,CS6
OR2T29,,
OR2T5,,
SPATA9,CS4,CS4
TMC2,CS4,CS4
RP1,CS4,CS4
GRAMD2A,CS5,CS5
ZC3H12B,CS5,CS5
BECN2,,
NPIPB5,,
SRGAP2B,,
ATP8B3,CS5,CS5
TAS2R14,CS6,CS6
GAGE13,,
ZNF841,CS5,CS5
PGS1,CS1,CS1
C8orf31,,
ARMCX6,CS3,CS3
MOSPD3,CS5,CS5
TEX22,CS6,CS6
NBPF6,,
LRRC37A3,CS1,CS1
TVP23A,CS5,CS5
NAA60,CS4,CS4
FAM86JP,,
NUTM2D,,
STAG3L3,,
KREMEN2,CS4,CS4
SEC14L2,CS4,CS4
GCNA,CS5,CS5
GPC2,CS4,CS4
FTMT,CS4,CS4
KBTBD11,CS7,CS7
MS4A4A,CS5,CS5
BHLHE23,,
IGHV3-72,,
PRPH2,CS6,CS6
LST1,CS0,CS0
GGTLC3,,
PJVK,CS5,CS5
ABCB5,CS4,CS4
FN3K,CS6,CS6
OTOL1,CS6,CS6
PADI2,CS4,CS4
ZNF548,CS6,CS6
ZNF470,CS6,CS6
MGAM,CS5,CS5
NEURL1B,CS6,CS6
TMEM117,CS5,CS5
MGAM2,,
ATP8B4,CS6,CS6
CHST13,CS6,CS6
CHST2,CS5,CS5
DUOX2,CS4,CS4
CCDC38,CS2,CS2
TRPM6,CS4,CS4
GUCY1B2,,
CYP27C1,CS5,CS5
CORO7-PAM16,,
IGLJ3,,
AGXT2,CS6,CS6
TMC3,CS6,CS6
TAAR1,CS5,CS5
PRCD,CS5,CS5
CRYAA2,,
TPK1,CS4,CS4
LDAH,CS7,CS7
IFNL2,,
TMPRSS11D,CS6,CS6
MFAP3L,CS6,CS6
FAM166B,CS5,CS5
GREM2,CS5,CS5
SLC13A1,CS6,CS6
LCE1E,,
LCE1A,,
KRTAP5-3,,
KRTAP5-2,,
VAX1,CS6,CS6
EVX2,CS4,CS4
KRTAP19-6,,
KRTAP6-2,,
KRTAP19-4,,
PRR20B,,
PRR20D,,
PRR20C,,
KRTAP19-3,,
MAJIN,CS4,CS4
AQP6,CS4,CS4
LHFPL1,CS5,CS5
ZMYND12,CS6,CS6
C7orf57,CS6,CS6
CCDC125,CS6,CS6
KRTAP6-3,,
FMO4,CS7,CS7
IFI27L1,CS5,CS5
GAL3ST3,CS5,CS5
TPRG1,CS6,CS6
MFSD14C,,
GDF5-AS1,,
TEX12,CS7,CS7
PSORS1C2,CS6,CS6
CCDC187,,
KRTAP1-1,,
KRTAP12-3,,
MS4A13,CS6,CS6
RIMBP3C,,
ZNF438,CS6,CS6
MEI4,CS7,CS7
KRTAP13-2,,
CXorf38,CS4,CS4
NHLRC4,CS7,CS7
MRNIP,CS5,CS5
RIPPLY3,CS6,CS6
KRTAP19-1,,
LCE1C,,
LCE1F,,
KRTAP7-1,,
CNFN,CS4,CS4
BEST2,CS4,CS4
SLC39A2,CS6,CS6
GPR152,CS5,CS5
CLDN9,CS5,CS5
SMIM1,CS6,CS6
EVI2B,CS5,CS5
GOLGA6L9,,
FNDC9,CS5,CS5
DGAT2L6,CS6,CS6
MLN,CS5,CS5
C20orf85,CS6,CS6
SHISA6,CS5,CS5
OOEP,CS5,CS5
SLC7A14,CS5,CS5
SCARF1,CS1,CS1
APOL3,CS6,CS6
CLDN11,CS5,CS5
KRTAP10-6,,
SPANXN2,CS3,CS3
TMEM154,CS6,CS6
CCDC13,CS5,CS5
C1orf74,CS3,CS3
TMEM254,CS5,CS5
NRAC,,
PGA4,,
ZNF837,CS5,CS5
ZNF497,CS6,CS6
ZNF575,CS4,CS4
ZNF648,CS4,CS4
DNAJB13,CS3,CS3
TBC1D3G,,
TBC1D3C,,
TBC1D3K,,
GRXCR1,CS6,CS6
TSPO2,CS5,CS5
CTXN3,CS6,CS6
AQP12B,CS5,CS5
CNR2,CS6,CS6
LEUTX,,
TMEM88,CS6,CS6
FAM25A,CS2,CS2
FAM25G,,
FAM25C,,
SLC10A6,CS5,CS5
IBSP,CS7,CS7
UBTFL1,,
LCE2B,CS2,CS2
KRTAP6-1,,
NOTO,CS3,CS3
KRTAP4-5,,
CNIH1,CS5,CS5
SPDYE4,CS5,CS5
CTNS,CS6,CS6
RIPOR3,CS4,CS4
C2orf83,,
BARX2,CS6,CS6
GUCA2B,CS5,CS5
ZIM3,CS6,CS6
TMEM121,CS5,CS5
HSPB2-C11orf52,,
GSC2,CS4,CS4
BNIP5,CS5,CS5
MSS51,CS5,CS5
GGN,CS4,CS4
CYP4F22,CS5,CS5
GOLT1A,CS6,CS6
STRIT1,,
SPANXB1,,
HHAT,CS4,CS4
PSORS1C1,CS5,CS5
NPFFR2,CS6,CS6
TBX18,CS5,CS5
MSGN1,CS7,CS7
C4orf45,CS6,CS6
SOHLH1,CS5,CS5
RIIAD1,CS4,CS4
LMNTD2,CS7,CS7
PSMB11,CS4,CS4
GPR42,,
FFAR3,CS5,CS5
APCDD1L,CS6,CS6
TGM7,CS7,CS7
SYCE1L,CS5,CS5
BANF2,CS5,CS5
FOXD4L1,,
TMEM187,CS5,CS5
AADAC,CS6,CS6
SLC7A10,CS3,CS3
SPDYE2B,,
GTSF1L,CS5,CS5
BEST3,CS5,CS5
LCE5A,CS0,CS0
LCE2C,,
LCE3B,CS4,CS4
PPP1R1C,CS5,CS5
ITIH6,CS6,CS6
C9orf152,CS7,CS7
C17orf50,CS4,CS4
ANKRD37,CS6,CS6
GRAPL,,
PHF24,CS4,CS4
ERICH4,,
ADGRF5,CS4,CS4
KLHDC7B,,
POU6F1,CS4,CS4
HAPLN2,CS2,CS2
STRA8,CS5,CS5
ONECUT3,CS5,CS5
PRR5-ARHGAP8,,
GUCA2A,CS2,CS2
REP15,CS5,CS5
AARD,CS5,CS5
PAGE1,CS5,CS5
TRPM5,CS5,CS5
ZC2HC1B,CS6,CS6
DEFB124,CS6,CS6
ANKRD33,CS4,CS4
SYNPO2L,CS3,CS3
LRRC73,CS3,CS3
KRTAP2-3,,
LRMDA,CS5,CS5
TMEM229B,CS5,CS5
TAS2R19,CS6,CS6
TM6SF2,CS4,CS4
PANX2,CS6,CS6
FNDC8,CS5,CS5
SIX6OS1,,
KRTAP21-2,,
LHFPL2,CS5,CS5
GPR37L1,CS4,CS4
KRTAP5-7,,
NOX3,CS6,CS6
DAPL1,CS5,CS5
C22orf15,CS4,CS4
TEX43,CS4,CS4
MCCD1,CS2,CS2
CEMP1,CS4,CS4
TEX48,,
ZNF474,CS5,CS5
TSGA13,CS6,CS6
DPEP2NB,,
KRTAP5-11,,
ODF3B,CS5,CS5
KRTAP19-2,,
MEDAG,CS5,CS5
CDH17,CS6,CS6
TCP11X2,CS3,CS3
IGSF11,CS6,CS6
GJC3,CS5,CS5
GPR151,CS5,CS5
PDCD1LG2,CS6,CS6
FXYD6-FXYD2,,
RLN1,CS6,CS6
FOXD4L3,,
ZDHHC4,CS6,CS6
MPP4,CS6,CS6
CXorf66,CS7,CS7
OR10G4,,
SLC35E4,CS6,CS6
SLC52A1,CS5,CS5
CGREF1,CS7,CS7
CORIN,CS6,CS6
PIGF,CS7,CS7
SLC16A12,CS5,CS5
TMEM69,CS4,CS4
XKR3,CS5,CS5
CYB561D1,CS4,CS4
DEFB103B,,
TMIE,CS5,CS5
TMEM119,CS4,CS4
DEFB108B,CS4,CS4
MYADML2,CS6,CS6
LEMD1,CS6,CS6
TMEM262,CS5,CS5
AGMO,CS5,CS5
HSD3B1,CS3,CS3
EXOC3L1,CS4,CS4
ZNF541,CS5,CS5
TMPRSS11E,CS4,CS4
GAGE2A,,
GAGE12G,,
GAGE10,,
GAGE12J,,
GAGE2B,,
OR7C2,,
ZNF710,CS6,CS6
ODF3,CS6,CS6
SHOX,CS6,CS6
ZNF547,CS5,CS5
ZNF441,CS4,CS4
LIMS4,,
CLDN22,CS6,CS6
KRTAP22-1,,
POU4F3,CS6,CS6
PRR34,,
PRR32,CS5,CS5
"cDNA FLJ53018, highly similar to Serine/threonine-protein kinase SMG1",,
ZNF660,CS6,CS6
AQP7,CS1,CS1
OTOP3,CS6,CS6
LRGUK,CS5,CS5
TSPY3,,
TSPY10,,
CLEC12B,CS6,CS6
HHLA2,CS5,CS5
TMEM45A,CS7,CS7
SIK1B,,
CALHM6,CS6,CS6
AMELY,,
KRTAP10-10,,
FAM9C,CS7,CS7
RTP4,CS7,CS7
SLC35G5,CS5,CS5
TMEM72,CS5,CS5
ZNF415,CS6,CS6
ZNF613,CS5,CS5
ZNF285,CS2,CS2
BHLHA9,CS6,CS6
CYP21A2,CS4,CS4
SLC5A4,CS6,CS6
TNFAIP8L3,CS4,CS4
SBK3,,
CABP7,CS5,CS5
SHISA4,CS6,CS6
SMIM21,CS6,CS6
BAIAP2L2,CS6,CS6
CR1L,CS4,CS4
DEFB129,CS2,CS2
ISM2,CS4,CS4
IFITM10,CS5,CS5
KRTAP17-1,,
NKAIN4,CS5,CS5
NRSN1,CS6,CS6
LHFPL3,,
IRX6,CS4,CS4
PROKR2,CS5,CS5
ARHGEF19,CS4,CS4
OTOP2,CS4,CS4
ZNF653,CS6,CS6
C20orf202,CS5,CS5
HIGD1C,CS4,CS4
PADI6,,
STARD4,CS6,CS6
AQP8,CS5,CS5
SLC14A2,CS6,CS6
PPP1R2C,,
SOWAHB,CS5,CS5
KCNJ18,,
SMIM29,CS5,CS5
INS-IGF2,,
IL11RA,CS5,CS5
TMEM130,CS5,CS5
BTNL9,CS6,CS6
TSPAN8,CS5,CS5
KHDC1,CS5,CS5
OTOS,CS4,CS4
UBALD1,CS4,CS4
KRTAP5-4,,
MS4A14,CS6,CS6
SPAG11B,,
ISLR2,CS5,CS5
FAM71A,CS5,CS5
TPSG1,CS6,CS6
PLAAT2,CS5,CS5
LY6G6D,CS6,CS6
PAQR8,CS4,CS4
LHB,CS5,CS5
CD37,CS4,CS4
RSPH6A,CS4,CS4
ZFP3,CS5,CS5
SPATA25,CS5,CS5
IRX2,CS5,CS5
NPVF,CS6,CS6
PYY,CS5,CS5
FXYD2,CS5,CS5
PGLYRP2,CS5,CS5
WFDC13,CS5,CS5
WFDC12,CS5,CS5
RNASE10,CS4,CS4
SRL,CS7,CS7
DEFB131A,,
GALP,CS2,CS2
SPINK9,CS7,CS7
C1QTNF5,CS5,CS5
PRB4,CS4,CS4
STMP1,,
HACD4,CS6,CS6
MENT,,
SYCE2,CS5,CS5
CCDC152,CS5,CS5
TPRX1,CS5,CS5
VRTN,CS4,CS4
ZNF534,CS7,CS7
HES7,CS4,CS4
COMP,CS5,CS5
CLRN1,CS5,CS5
HOXC5,CS3,CS3
OTP,CS5,CS5
TMCO5A,CS5,CS5
CNIH2,CS3,CS3
CLEC2A,CS7,CS7
ANKK1,CS6,CS6
SLC14A1,CS6,CS6
CRIP3,CS4,CS4
HHIPL1,CS6,CS6
IFNA6,CS6,CS6
ADGRF4,CS6,CS6
STC1,CS6,CS6
TEX47,CS6,CS6
SFTPB,CS3,CS3
KRTAP4-4,,
SLC66A1L,CS5,CS5
FBXO39,CS6,CS6
VCX2,,
DNAJC22,CS4,CS4
PXT1,CS6,CS6
C10orf120,CS6,CS6
OR6B1,,
OR5K2,,
WFDC6,CS7,CS7
SPON1,,
FIGLA,CS5,CS5
KRTAP4-1,,
CLRN2,CS6,CS6
PRB3,,
CELF6,CS6,CS6
CSF3,CS2,CS2
KRTAP13-4,,
CEACAM3,CS5,CS5
ZNF683,CS4,CS4
DBX1,,
MS4A6A,CS4,CS4
ADGRG3,CS4,CS4
KIR3DL3,CS7,CS7
ZNF134,CS6,CS6
SHISAL2A,CS4,CS4
TBX19,CS5,CS5
TMEM236,CS7,CS7
FEZF1,CS5,CS5
LELP1,CS4,CS4
NIBAN3,CS5,CS5
KRTAP5-1,,
PCDHB3,CS4,CS4
FBXO48,CS5,CS5
EPGN,CS5,CS5
VXN,CS5,CS5
DEXI,CS1,CS1
HEATR9,CS4,CS4
CHODL,CS5,CS5
CH25H,CS6,CS6
SAXO2,CS4,CS4
TEX13B,CS5,CS5
RGL3,CS6,CS6
SPATA32,CS5,CS5
ZNF493,CS6,CS6
TMEM47,CS6,CS6
TNFSF18,CS7,CS7
CCDC28A-AS1,,
GLRA1,CS4,CS4
SPATA33,CS5,CS5
LRAT,CS6,CS6
TAS2R10,CS4,CS4
ZSCAN5B,,
TMEM71,CS6,CS6
ESPNL,CS5,CS5
PI16,CS3,CS3
GKN2,CS3,CS3
WFDC3,CS6,CS6
DAZ2,,
MIR9-1HG,,
FAM47E,CS6,CS6
C20orf173,CS5,CS5
CLEC4C,CS6,CS6
FIMP,,
ZSWIM3,CS6,CS6
TAS2R5,CS6,CS6
CDHR3,CS6,CS6
SDHAF1,CS3,CS3
OPN1SW,CS7,CS7
SPDYC,CS3,CS3
SSX7,CS5,CS5
C5orf49,CS6,CS6
ACER1,CS4,CS4
ACER2,CS5,CS5
FCRL6,CS6,CS6
PPP1R27,CS4,CS4
GCSAML,CS5,CS5
TAAR9,,
NTS,CS5,CS5
TMEM114,,
C1QTNF4,CS3,CS3
SMIM19,CS7,CS7
FAM163B,CS7,CS7
IRF1-AS1,,
DEFB115,CS2,CS2
GPR162,CS6,CS6
SDS,CS6,CS6
LMOD3,CS4,CS4
KCNMB4,CS4,CS4
PROK2,CS4,CS4
AOAH,CS6,CS6
SAA4,CS5,CS5
C5orf38,CS7,CS7
IL1F10,CS4,CS4
LBX2,CS5,CS5
PRSS53,CS6,CS6
TMCO2,CS6,CS6
CT45A10,,
GUCA1C,CS5,CS5
FUT7,CS5,CS5
ZNF705D,,
C12orf60,CS7,CS7
SLC51B,CS5,CS5
RHBDL2,CS5,CS5
HJV,CS2,CS2
GPHB5,,
OR7D2,,
LCN9,CS6,CS6
CA13,CS6,CS6
FAM180B,,
TMEM18,CS5,CS5
TM4SF5,CS7,CS7
ZNF726,CS5,CS5
ENTHD1,CS6,CS6
WNT9A,CS6,CS6
PLA2G2E,CS5,CS5
LYG1,CS7,CS7
SLC22A14,CS5,CS5
SLC10A4,CS5,CS5
PLPP5,CS6,CS6
OR10AG1,,
CHRNB1,CS5,CS5
TRH,CS6,CS6
TRIM49C,,
TBATA,CS5,CS5
GOLGA8K,,
ZNF776,CS6,CS6
KRTAP5-8,,
C8orf58,CS5,CS5
ODAD2,CS6,CS6
DKK2,CS5,CS5
RAET1L,,
TMEM82,CS3,CS3
RAB42,CS3,CS3
FAM72A,,
IL31,CS4,CS4
B3GNT7,CS6,CS6
CLDN23,CS6,CS6
PLA2G2F,CS6,CS6
TAGAP,CS7,CS7
DEFB112,CS6,CS6
CXorf51A,,
CXorf51B,,
LENEP,CS4,CS4
DNASE1L3,CS6,CS6
CLEC19A,,
SLC9B2,CS6,CS6
ACSL6,CS5,CS5
C2orf15,CS4,CS4
EDDM3A,CS7,CS7
CLEC4D,CS5,CS5
GALR1,CS7,CS7
IGFL2,CS4,CS4
MS4A6E,CS6,CS6
ZNF155,CS5,CS5
CD200R1L,CS5,CS5
B4GALNT2,CS4,CS4
TMEM196,CS5,CS5
TMC4,CS6,CS6
HIGD2B,,
MFSD2A,CS4,CS4
TXNDC2,CS7,CS7
ZNF789,CS4,CS4
FDCSP,CS6,CS6
PARM1,CS5,CS5
NIPA1,CS6,CS6
SLC26A5,CS4,CS4
TMEM95,CS4,CS4
CCDC157,CS5,CS5
PRND,CS5,CS5
PRRT1,CS6,CS6
DEFB132,CS6,CS6
ZNF345,CS6,CS6
GPR148,CS5,CS5
OR7D4,,
SCN4B,CS6,CS6
TMEM225B,,
EIF4E1B,CS5,CS5
PTCHD3,CS6,CS6
SLC6A17,CS3,CS3
SLITRK1,CS6,CS6
CCDC179,CS6,CS6
ATOH7,CS4,CS4
ACTL9,CS5,CS5
OR5H1,,
ZAR1,CS4,CS4
TEX19,CS5,CS5
PLCXD3,CS7,CS7
WFDC10B,CS5,CS5
ZNF883,,
NPBWR1,CS5,CS5
NOTUM,CS5,CS5
SPPL2C,CS4,CS4
CLPSL2,CS5,CS5
PCDHGA9,CS4,CS4
SMIM11B,,
CCL16,CS5,CS5
THEM5,CS3,CS3
NXPE2,CS7,CS7
C15orf65,CS5,CS5
SCGB1C2,,
RFPL4A,,
FAM229B,CS6,CS6
C9orf57,CS5,CS5
NKX1-2,,
ASPN,,
KLHDC1,CS4,CS4
AMN1,CS5,CS5
DNAH12,CS5,CS5
IGKV2D-28,,
MROH2A,,
DNM1P34,,
ECM2,CS5,CS5
IQCA1L,,
CFAP70,CS4,CS4
CROCC2,,
LRRC53,,
LINC00523,,
LINC01599,,
NCF1C,,
FIGNL2,,
UNC5D,CS6,CS6
FAM98C,CS3,CS3
TDRP,CS8,CS8
ZNF804B,CS6,CS6
TERB1,,
TRIM67,CS6,CS6
GOLGA8M,,
APOBR,CS5,CS5
IGKV2-28,,
LINC01554,,
IL13,CS7,CS7
HCN2,CS3,CS3
PAQR9,CS5,CS5
A3GALT2,CS4,CS4
DEFB109B,,
DEFB126,CS5,CS5
NDUFC2-KCTD14,,
TMEM14DP,,
DDX12P,,
C1QL3,CS7,CS7
C1QL2,CS4,CS4
RPRML,CS4,CS4
SLC7A4,CS5,CS5
UQCRHL,,
CRPPA,,
C2orf78,CS4,CS4
MGAT4D,CS6,CS6
IQCF5,CS5,CS5
ZNF736,CS5,CS5
ENO4,,
GGTA1,,
PMS2CL,,
DNAH17,,
SMKR1,CS6,CS6
LINC00471,,
NBR2,,
NEXN-AS1,,
GPR171,CS5,CS5
PLCL1,CS5,CS5
SCN2A,CS6,CS6
SEMA3D,CS6,CS6
OR8U8,,
GDPD4,CS6,CS6
OVCH1,,
BSX,CS6,CS6
XKR5,,
DCAF8L2,CS6,CS6
ADAMTS16,CS7,CS7
CPA3,CS6,CS6
ILDR2,CS5,CS5
CWH43,CS5,CS5
NAALADL1,CS3,CS3
PPP1R42,CS5,CS5
CAPN12,CS5,CS5
TTC9,CS6,CS6
OR4N2,,
OR51M1,,
MAP10,CS5,CS5
OR10H1,,
CC2D2B,CS6,CS6
ADGB,,
CACNA2D3,CS6,CS6
CCDC62,CS4,CS4
Putative inactive deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323,,
ARMC3,CS6,CS6
OR5A2,,
KCNH3,CS5,CS5
WASH4P,,
ALPK3,CS4,CS4
B3GAT2,CS5,CS5
MEIKIN,,
NKX2-6,,
URAD,CS5,CS5
COL6A6,CS5,CS5
FAM177B,CS4,CS4
SPATA48,CS5,CS5
ERVK-19,,
LEKR1,CS6,CS6
MPTX1,,
TMEM52,CS5,CS5
KLRC4,CS6,CS6
TGM6,CS6,CS6
OR6J1,,
TDRD12,CS5,CS5
SLFN14,CS6,CS6
FAM157B,,
RD3L,CS7,CS7
MT1HL1,,
OR14C36,,
CACNG6,CS5,CS5
GPATCH3,CS5,CS5
OR4N5,,
UNC13C,CS5,CS5
LRRC63,CS6,CS6
SSPN,CS5,CS5
KCND1,CS5,CS5
ENAM,CS4,CS4
OR1C1,,
SP140,CS6,CS6
ZNF181,CS3,CS3
IL4I1,CS4,CS4
VN1R2,CS3,CS3
CTAGE1,CS4,CS4
PRDM9,CS6,CS6
MYO7B,CS4,CS4
OR13C5,,
KCNN1,CS4,CS4
PLA2R1,CS5,CS5
TMEM132C,,
APRG1,,
DIPK1C,CS8,CS8
OR51F2,,
OR6X1,,
UBTFL6,,
SLC44A4,CS4,CS4
CYP3A43,CS2,CS2
FRG2,,
PAMR1,CS6,CS6
PLEKHG7,CS6,CS6
SMIM15,CS6,CS6
GBP4,CS3,CS3
GJA10,CS5,CS5
VWA3A,CS4,CS4
PLEKHD1,CS5,CS5
VSTM2B,CS5,CS5
C4orf47,CS7,CS7
ANKRD20A12P,,
ASCL5,CS3,CS3
FHAD1,,
C5orf58,,
PATL2,CS6,CS6
ZNF878,CS5,CS5
TTLL13P,,
PPIAL4C,,
FER1L4,,
H1-9P,,
ZIK1,CS6,CS6
TRIM77,CS5,CS5
IDI2-AS1,,
CUX2,CS5,CS5
LECT2,CS6,CS6
SSX9P,,
ST18,CS5,CS5
ATP2C2,CS5,CS5
CCDC54,CS7,CS7
OR5H8,,
ZNF788P,,
ANKRD31,CS4,CS4
DCDC1,CS6,CS6
RBM44,CS5,CS5
NDST4,CS6,CS6
NLRP11,CS5,CS5
ZNF37A,CS5,CS5
ZNF22-AS1,,
MST1L,,
CNBD1,CS7,CS7
PPM1N,CS5,CS5
CUZD1,CS6,CS6
TTC16,CS6,CS6
SPATA16,CS6,CS6
CYLC1,CS6,CS6
SPATA31E1,CS6,CS6
CCDC63,CS4,CS4
ABCA4,CS3,CS3
TBC1D28,CS2,CS2
ZNF840P,,
ZNF442,CS5,CS5
CYP4F3,CS6,CS6
ZNF257,CS5,CS5
RAD51AP2,CS6,CS6
SYCN,CS5,CS5
OR5B3,,
SDR42E2,,
TMIGD1,CS3,CS3
OR4K17,,
PGBD4,CS5,CS5
SLC4A11,CS6,CS6
VWA5B1,,
BPIFB2,CS5,CS5
KIAA1614,CS4,CS4
ADGRG4,CS5,CS5
OR2T11,,
PPP1R36,CS5,CS5
TAAR3P,,
LRRD1,CS6,CS6
CTAGE15,,
SRRM5,CS5,CS5
FLRT2,CS6,CS6
TMPRSS11F,CS7,CS7
H1-8,,
CCDC30,CS3,CS3
ADGRF2,,
ZNF385D,CS7,CS7
REXO1L1P,,
DBX2,CS5,CS5
OSGEPL1,CS6,CS6
TRIM64C,,
PPIAL4F,,
FAM227A,,
FAM90A27P,,
GOLGA8CP,,
LINC00173,,
OR2AJ1,,
OR9Q2,,
MCTP1,CS3,CS3
ANGPTL5,CS5,CS5
CNTNAP5,CS6,CS6
SERPINA11,CS7,CS7
LRRC71,CS3,CS3
MMEL1,CS5,CS5
SSX6P,,
DGKK,,
ADAMTS19,CS6,CS6
CCDC178,CS5,CS5
FNDC7,CS3,CS3
SYNJ2BP-COX16,,
HTR4,CS6,CS6
OR5M3,,
PROKR1,CS4,CS4
METTL21EP,,
FAM228B,,
SLC40A1,CS5,CS5
CCDC175,CS5,CS5
KIAA2012,,
ZNF654,CS5,CS5
KANSL1L,CS6,CS6
ZNF619,CS5,CS5
ZNF530,CS5,CS5
ADAMTS20,CS4,CS4
ALLC,CS5,CS5
DEGS2,CS7,CS7
CNGB3,CS6,CS6
DEFB130B,,
DEFB130A,,
FAM83C,CS3,CS3
HEPN1,CS3,CS3
KCNH7,CS6,CS6
OR4A16,,
OR7G1,,
SIDT1,CS6,CS6
ZNF487,,
ZNF665,CS5,CS5
PDGFRL,CS5,CS5
KCNK12,CS5,CS5
DUX1,,
DUX4L9,,
OR1D2,,
CYP11B1,CS6,CS6
ELFN1,CS6,CS6
ART1,CS5,CS5
MSLNL,,
EFCAB13,CS5,CS5
HS3ST5,CS6,CS6
GPR182,CS4,CS4
NIPAL2,CS4,CS4
SI,CS6,CS6
GJC2,CS5,CS5
LCNL1,CS5,CS5
BDKRB1,CS7,CS7
STIMATE,CS5,CS5
CCR8,CS5,CS5
CCR9,CS6,CS6
HTR5A,CS7,CS7
MMP24,CS4,CS4
GPR146,CS5,CS5
SLC8A2,CS5,CS5
NPSR1,CS7,CS7
OXTR,CS6,CS6
PLPP7,CS6,CS6
SLC22A25,CS3,CS3
ECHDC3,CS6,CS6
SAMD10,CS5,CS5
GVQW3,,
MUC17,CS4,CS4
C1orf194,CS3,CS3
TTC22,CS3,CS3
TRIM66,,
ABCA8,CS4,CS4
SPAM1,CS6,CS6
IQCM,,
MMP21,CS6,CS6
GPBAR1,CS4,CS4
SIGLEC1,CS5,CS5
SLC35F3,CS5,CS5
FOXL2NB,CS5,CS5
WDR72,CS7,CS7
HRES1,,
PSMG3-AS1,,
ZNF43,CS3,CS3
TLR10,CS7,CS7
MYCT1,CS7,CS7
SLC4A10,CS5,CS5
NKX2-4,,
ARHGEF10L,CS6,CS6
SPANXN5,,
LY6G5C,CS6,CS6
SHISA8,,
CCL27,CS3,CS3
CCL24,CS5,CS5
CXCL17,CS5,CS5
CCL15,,
CXCL3,CS5,CS5
RRN3P2,,
ITGBL1,CS6,CS6
CACNG8,CS7,CS7
KAZALD1,CS6,CS6
KIRREL3,CS7,CS7
C19orf48,,
CALML4,CS6,CS6
SERHL,,
LINC01600,,
PLAC4,,
SCUBE3,CS5,CS5
SLC29A4,CS3,CS3
C22orf34,,
TMPRSS9,CS5,CS5
TMEM238,CS4,CS4
ST20,CS2,CS2
SPRN,CS6,CS6
LUZP6,,
C19orf71,CS6,CS6
RTEL1-TNFRSF6B,,
ST20-AS1,,
SLC34A1,CS7,CS7
PLD4,CS7,CS7
OVCH2,,
LIPT2,CS5,CS5
MANSC4,CS4,CS4
CYP2U1,CS5,CS5
TPRG1L,CS5,CS5
PDE6C,CS6,CS6
TCEAL3,,
CCNYL2,,
PCDHGA6,CS5,CS5
IGKV1D-33,,
HGSNAT,CS6,CS6
LY6K,CS4,CS4
CHRNB2,CS4,CS4
USP17L30,,
C9orf131,CS3,CS3
TRIL,,
EVPLL,CS5,CS5
ZC3H11B,,
HAPLN4,CS3,CS3
IGHV1-45,,
GHSR,CS6,CS6
GADL1,CS6,CS6
IL5,CS4,CS4
TNFSF4,CS5,CS5
CCL1,CS3,CS3
ADAMTS13,CS5,CS5
KREMEN1,CS4,CS4
MC3R,CS7,CS7
MC5R,CS6,CS6
ORAI3,CS4,CS4
CRTAM,CS5,CS5
AP5S1,CS6,CS6
LRRC26,CS7,CS7
SPTSSB,CS5,CS5
F2RL2,CS6,CS6
HRH3,CS6,CS6
KCNK10,CS7,CS7
CARD17,CS5,CS5
CARD18,CS7,CS7
UMOD,CS4,CS4
PEDS1-UBE2V1,,
MMP24OS,,
PGLYRP4,CS4,CS4
G_PROTEIN_RECEP_F1_2 domain-containing protein,,
NME1-NME2,,
NXNL2,CS4,CS4
ZNF300,CS7,CS7
IL19,CS6,CS6
IL20,CS5,CS5
SKOR2,CS5,CS5
RARRES2,CS5,CS5
KIR2DS4,,
LAG3,CS6,CS6
Toll-like receptor 9,,
HES2,CS4,CS4
CLEC9A,CS5,CS5
KLK14,CS5,CS5
DEFA4,CS4,CS4
GAGE7,,
GAGE12F,,
DEFB106B,,
ZP2,CS4,CS4
TRGV9,,
Seryl-tRNA synthetase,,
OR8B3,,
TACR3,CS5,CS5
AARS1,CS0,CS0
TCEAL6,CS6,CS6
ZNF321P,,
p37 AUF1,,
p72syk,,
HSP70-1,,
PNAS-101,,
Full-length cDNA clone CS0DI019YF20 of Placenta of Homo sapiens,,
"cDNA FLJ25361 fis, clone TST01713",,
DKFZp434K0435,,
SWI related protein,,
"cDNA FLJ10035 fis, clone HEMBA1000919",,
C22orf9,,
ZNF253,CS3,CS3
FLJ23584,,
Cytoplasmic dynein heavy chain,,
Somatomammotropin,,
Q8N5B1,,
"cDNA FLJ20259 fis, clone COLF7443",,
"cDNA FLJ32214 fis, clone PLACE6003705",,
ZF6,,
C9orf75,,
BPGAP1,,
PIN1P1,,
RNPC4,,
COMMD3-BMI1,,
FLJ10324,,
